Date,Product,Category,Quantity,Price,Sales,Customer_ID,Region,Payment_Method,Customer_Type,Discount
2024-10-30,Printer,Electronics,1,150.58,143.05,CUST1198,Greater Accra,Cash,Retail,0.05
2024-10-31,Smartphone,Electronics,4,1152.17,3963.46,CUST1687,Central,Cash,Wholesale,0.14
2024-10-31,Phone Case,Accessories,8,24.41,167.94,CUST1811,Greater Accra,Mobile Money,Wholesale,0.14
2024-10-31,USB Drive,Accessories,2,35.55,67.54,CUST1931,Greater Accra,Cash,Retail,0.05
2024-10-31,Office Chair,Furniture,4,272.4,849.89,CUST1917,Bono,Card,Wholesale,0.22
2024-10-31,Mouse,Accessories,2,45.35,88.89,CUST1207,Greater Accra,Mobile Money,Retail,0.02
2024-11-01,Phone Case,Accessories,5,25.69,128.45,CUST1055,Ashanti,Card,Retail,0.0
2024-11-01,Headphones,Electronics,1,49.89,42.41,CUST1782,Volta,Mobile Money,Retail,0.15
2024-11-01,Tablet,Electronics,1,578.3,572.52,CUST1058,Greater Accra,Mobile Money,Retail,0.01
2024-11-02,Mouse,Accessories,1,21.36,19.22,CUST1679,Greater Accra,Cash,Retail,0.1
2024-11-02,Desk Lamp,Furniture,4,54.2,205.96,CUST1173,Western,Card,Retail,0.05
2024-11-03,Monitor,Electronics,6,298.99,1524.85,CUST1942,Western,Card,Wholesale,0.15
2024-11-03,Desk Lamp,Furniture,2,64.4,122.36,CUST1610,Central,Card,Retail,0.05
2024-11-04,Phone Case,Accessories,6,44.41,234.48,CUST1895,Volta,Cash,Retail,0.12
2024-11-04,Phone Case,Accessories,7,38.15,237.67,CUST1026,Greater Accra,Cash,Retail,0.11
2024-11-04,Keyboard,Accessories,1,44.48,39.59,CUST1534,Greater Accra,Cash,Retail,0.11
2024-11-04,Desk Lamp,Furniture,3,46.36,132.13,CUST1667,Greater Accra,Cash,Retail,0.05
2024-11-04,Keyboard,Accessories,3,38.58,104.17,CUST1580,Eastern,Mobile Money,Retail,0.1
2024-11-05,Phone Case,Accessories,2,15.76,29.63,CUST1179,Greater Accra,Mobile Money,Retail,0.06
2024-11-05,Monitor,Electronics,4,334.89,1285.98,CUST1466,Western,Bank Transfer,Retail,0.04
2024-11-05,Phone Case,Accessories,1,14.55,14.11,CUST1238,Central,Card,Retail,0.03
2024-11-05,Webcam,Electronics,10,65.07,533.57,CUST1599,Ashanti,Cash,Wholesale,0.18
2024-11-05,USB Drive,Accessories,3,13.86,40.75,CUST1973,Volta,Mobile Money,Retail,0.02
2024-11-05,Keyboard,Accessories,6,66.58,343.55,CUST1010,Greater Accra,Card,Retail,0.14
2024-11-06,USB Drive,Accessories,4,20.91,72.77,CUST1079,Greater Accra,Mobile Money,Retail,0.13
2024-11-06,Phone Case,Accessories,1,21.7,19.1,CUST1868,Western,Cash,Retail,0.12
2024-11-06,Smartphone,Electronics,7,1006.01,5351.97,CUST1120,Greater Accra,Mobile Money,Wholesale,0.24
2024-11-06,Smartphone,Electronics,11,693.7,6715.02,CUST1891,Greater Accra,Mobile Money,Retail,0.12
2024-11-06,Printer,Electronics,5,434.83,2130.67,CUST1218,Ashanti,Cash,Retail,0.02
2024-11-07,Mouse,Accessories,1,39.08,33.61,CUST1669,Greater Accra,Card,Retail,0.14
2024-11-07,Mouse,Accessories,2,19.9,38.61,CUST1392,Central,Mobile Money,Retail,0.03
2024-11-07,Phone Case,Accessories,1,14.8,13.17,CUST1614,Central,Cash,Retail,0.11
2024-11-07,Keyboard,Accessories,6,80.62,449.86,CUST1482,Ashanti,Mobile Money,Retail,0.07
2024-11-07,Phone Case,Accessories,2,21.84,41.93,CUST1388,Volta,Mobile Money,Retail,0.04
2024-11-07,Phone Case,Accessories,11,36.83,344.36,CUST1259,Greater Accra,Card,Wholesale,0.15
2024-11-07,Phone Case,Accessories,1,44.19,43.31,CUST1874,Greater Accra,Mobile Money,Retail,0.02
2024-11-08,Phone Case,Accessories,7,44.05,265.18,CUST1185,Eastern,Mobile Money,Retail,0.14
2024-11-08,USB Drive,Accessories,7,28.73,178.99,CUST1319,Ashanti,Card,Retail,0.11
2024-11-08,Webcam,Electronics,6,67.12,374.53,CUST1397,Ashanti,Cash,Retail,0.07
2024-11-08,Mouse,Accessories,1,33.83,33.49,CUST1562,Ashanti,Bank Transfer,Retail,0.01
2024-11-08,Keyboard,Accessories,2,95.99,182.38,CUST1313,Central,Card,Retail,0.05
2024-11-09,Mouse,Accessories,1,21.41,20.13,CUST1272,Central,Bank Transfer,Retail,0.06
2024-11-11,Mouse,Accessories,2,44.44,79.1,CUST1121,Greater Accra,Mobile Money,Retail,0.11
2024-11-11,Monitor,Electronics,11,456.1,4615.73,CUST1462,Eastern,Bank Transfer,Wholesale,0.08
2024-11-11,Office Chair,Furniture,2,124.65,216.89,CUST1524,Eastern,Cash,Retail,0.13
2024-11-11,Desk Lamp,Furniture,1,82.83,77.86,CUST1735,Western,Mobile Money,Retail,0.06
2024-11-11,Phone Case,Accessories,1,36.83,33.88,CUST1316,Ashanti,Card,Retail,0.08
2024-11-12,Tablet,Electronics,1,308.67,302.5,CUST1476,Ashanti,Card,Retail,0.02
2024-11-13,Desk,Furniture,3,235.15,620.8,CUST1657,Greater Accra,Card,Retail,0.12
2024-11-13,Keyboard,Accessories,4,89.64,337.05,CUST1494,Greater Accra,Mobile Money,Retail,0.06
2024-11-13,Headphones,Electronics,3,103.08,287.59,CUST1999,Greater Accra,Mobile Money,Retail,0.07
2024-11-13,Smartphone,Electronics,4,498.2,1833.38,CUST1951,Central,Mobile Money,Retail,0.08
2024-11-13,Smartphone,Electronics,4,1151.81,4376.88,CUST1421,Greater Accra,Bank Transfer,Retail,0.05
2024-11-14,Headphones,Electronics,5,109.0,436.0,CUST1493,Greater Accra,Mobile Money,Wholesale,0.2
2024-11-14,Monitor,Electronics,4,202.3,631.18,CUST1330,Ashanti,Card,Wholesale,0.22
2024-11-14,Desk Lamp,Furniture,6,38.13,219.63,CUST1361,Ashanti,Cash,Retail,0.04
2024-11-14,Desk,Furniture,2,444.45,817.79,CUST1962,Central,Card,Retail,0.08
2024-11-15,Keyboard,Accessories,7,93.09,625.56,CUST1467,Greater Accra,Cash,Retail,0.04
2024-11-16,Mouse,Accessories,2,15.71,28.59,CUST1762,Northern,Cash,Retail,0.09
2024-11-16,Headphones,Electronics,9,158.62,1413.3,CUST1021,Western,Bank Transfer,Retail,0.01
2024-11-16,Phone Case,Accessories,3,16.58,49.74,CUST1306,Greater Accra,Mobile Money,Retail,0.0
2024-11-17,Laptop,Electronics,2,1213.57,2111.61,CUST1144,Greater Accra,Mobile Money,Retail,0.13
2024-11-17,Phone Case,Accessories,2,39.49,74.24,CUST1008,Eastern,Cash,Retail,0.06
2024-11-18,Keyboard,Accessories,2,38.86,74.61,CUST1972,Eastern,Mobile Money,Retail,0.04
2024-11-18,Phone Case,Accessories,1,26.48,23.3,CUST1375,Ashanti,Mobile Money,Retail,0.12
2024-11-18,Tablet,Electronics,2,212.3,407.62,CUST1715,Volta,Mobile Money,Retail,0.04
2024-11-18,Printer,Electronics,6,215.88,1139.85,CUST1866,Central,Cash,Retail,0.12
2024-11-18,Bookshelf,Furniture,4,291.81,1132.22,CUST1533,Ashanti,Bank Transfer,Retail,0.03
2024-11-19,Keyboard,Accessories,1,107.58,103.28,CUST1837,Eastern,Card,Retail,0.04
2024-11-19,Bookshelf,Furniture,7,182.56,1239.58,CUST1421,Western,Cash,Retail,0.03
2024-11-19,USB Drive,Accessories,11,15.59,154.34,CUST1580,Greater Accra,Cash,Wholesale,0.1
2024-11-20,Desk Lamp,Furniture,14,73.1,849.42,CUST1468,Western,Bank Transfer,Wholesale,0.17
2024-11-20,Phone Case,Accessories,1,36.06,27.41,CUST1958,Greater Accra,Mobile Money,Wholesale,0.24
2024-11-20,Phone Case,Accessories,1,16.4,14.27,CUST1346,Western,Mobile Money,Retail,0.13
2024-11-20,Keyboard,Accessories,2,57.27,107.67,CUST1892,Eastern,Mobile Money,Retail,0.06
2024-11-21,Headphones,Electronics,5,117.01,573.35,CUST1663,Eastern,Cash,Retail,0.02
2024-11-21,Smartphone,Electronics,5,907.92,4176.43,CUST1333,Ashanti,Card,Retail,0.08
2024-11-21,Headphones,Electronics,9,105.5,892.53,CUST1558,Greater Accra,Mobile Money,Wholesale,0.06
2024-11-22,Phone Case,Accessories,1,13.06,13.06,CUST1535,Greater Accra,Mobile Money,Retail,0.0
2024-11-22,Desk Lamp,Furniture,4,60.67,225.69,CUST1355,Greater Accra,Mobile Money,Retail,0.07
2024-11-22,Keyboard,Accessories,2,76.61,133.3,CUST1844,Eastern,Cash,Retail,0.13
2024-11-22,Webcam,Electronics,5,75.73,363.5,CUST1748,Northern,Card,Retail,0.04
2024-11-22,Phone Case,Accessories,7,16.15,93.83,CUST1854,Volta,Cash,Wholesale,0.17
2024-11-22,Smartphone,Electronics,10,949.6,7691.76,CUST1338,Central,Mobile Money,Wholesale,0.19
2024-11-22,Headphones,Electronics,2,41.06,80.48,CUST1709,Greater Accra,Cash,Retail,0.02
2024-11-23,Mouse,Accessories,2,49.06,88.31,CUST1503,Ashanti,Bank Transfer,Retail,0.1
2024-11-23,Keyboard,Accessories,3,101.88,302.58,CUST1374,Ashanti,Cash,Retail,0.01
2024-11-23,Laptop,Electronics,6,1341.5,7727.04,CUST1025,Western,Mobile Money,Retail,0.04
2024-11-23,Keyboard,Accessories,15,53.77,701.7,CUST1717,Central,Bank Transfer,Wholesale,0.13
2024-11-23,Headphones,Electronics,4,157.93,587.5,CUST1162,Western,Bank Transfer,Retail,0.07
2024-11-25,Webcam,Electronics,6,111.61,515.64,CUST1850,Greater Accra,Mobile Money,Wholesale,0.23
2024-11-25,USB Drive,Accessories,2,29.28,55.05,CUST1012,Greater Accra,Mobile Money,Retail,0.06
2024-11-25,Phone Case,Accessories,3,22.45,57.25,CUST1576,Central,Mobile Money,Retail,0.15
2024-11-25,Keyboard,Accessories,3,26.29,67.83,CUST1185,Greater Accra,Mobile Money,Wholesale,0.14
2024-11-25,Mouse,Accessories,14,33.61,385.84,CUST1464,Greater Accra,Card,Wholesale,0.18
2024-11-26,Smartphone,Electronics,2,469.88,920.96,CUST1967,Bono,Card,Retail,0.02
2024-11-26,Mouse,Accessories,2,20.33,38.22,CUST1020,Bono,Mobile Money,Retail,0.06
2024-11-27,Office Chair,Furniture,4,257.72,989.64,CUST1405,Bono,Bank Transfer,Retail,0.04
2024-11-27,Tablet,Electronics,4,566.67,2040.01,CUST1486,Greater Accra,Mobile Money,Retail,0.1
2024-11-27,USB Drive,Accessories,5,38.88,174.96,CUST1248,Ashanti,Card,Retail,0.1
2024-11-27,Desk Lamp,Furniture,2,26.24,51.96,CUST1725,Bono,Cash,Retail,0.01
2024-11-27,Tablet,Electronics,8,347.23,2444.5,CUST1495,Bono,Mobile Money,Wholesale,0.12
2024-11-27,Desk Lamp,Furniture,5,37.61,186.17,CUST1362,Central,Mobile Money,Retail,0.01
2024-11-27,Mouse,Accessories,2,27.13,51.55,CUST1892,Western,Mobile Money,Retail,0.05
2024-11-28,USB Drive,Accessories,3,15.71,43.36,CUST1578,Ashanti,Cash,Retail,0.08
2024-11-28,Desk Lamp,Furniture,1,80.86,71.97,CUST1016,Greater Accra,Mobile Money,Retail,0.11
2024-11-28,Phone Case,Accessories,3,38.22,110.07,CUST1516,Greater Accra,Mobile Money,Retail,0.04
2024-11-28,Laptop,Electronics,6,928.36,5291.65,CUST1747,Greater Accra,Mobile Money,Retail,0.05
2024-11-29,Webcam,Electronics,3,145.12,431.01,CUST1432,Greater Accra,Cash,Retail,0.01
2024-11-29,Phone Case,Accessories,1,44.64,38.39,CUST1088,Greater Accra,Bank Transfer,Retail,0.14
2024-11-29,Desk Lamp,Furniture,6,27.94,132.44,CUST1214,Ashanti,Mobile Money,Wholesale,0.21
2024-11-29,Monitor,Electronics,2,290.88,523.58,CUST1496,Greater Accra,Bank Transfer,Retail,0.1
2024-11-30,Headphones,Electronics,4,47.14,171.59,CUST1552,Greater Accra,Mobile Money,Retail,0.09
2024-11-30,Desk,Furniture,9,460.65,3233.76,CUST1072,Western,Card,Wholesale,0.22
2024-11-30,USB Drive,Accessories,2,39.73,73.1,CUST1987,Northern,Mobile Money,Retail,0.08
2024-12-01,Office Chair,Furniture,4,165.36,608.52,CUST1748,Greater Accra,Mobile Money,Retail,0.08
2024-12-01,Mouse,Accessories,5,39.11,191.64,CUST1190,Greater Accra,Mobile Money,Retail,0.02
2024-12-01,Phone Case,Accessories,4,32.07,115.45,CUST1232,Greater Accra,Cash,Retail,0.1
2024-12-01,Webcam,Electronics,1,173.53,157.91,CUST1205,Greater Accra,Cash,Retail,0.09
2024-12-01,Smartphone,Electronics,11,1032.71,10451.03,CUST1073,Eastern,Mobile Money,Retail,0.08
2024-12-02,Laptop,Electronics,7,1142.42,6237.61,CUST1709,Eastern,Mobile Money,Wholesale,0.22
2024-12-02,Desk Lamp,Furniture,2,88.08,169.11,CUST1593,Eastern,Mobile Money,Retail,0.04
2024-12-02,Office Chair,Furniture,3,335.19,905.01,CUST1752,Bono,Mobile Money,Retail,0.1
2024-12-03,Smartphone,Electronics,1,451.41,397.24,CUST1275,Eastern,Cash,Retail,0.12
2024-12-03,Desk Lamp,Furniture,8,32.2,195.78,CUST1224,Eastern,Mobile Money,Wholesale,0.24
2024-12-03,Keyboard,Accessories,7,117.0,647.01,CUST1966,Bono,Mobile Money,Wholesale,0.21
2024-12-03,Webcam,Electronics,2,83.43,155.18,CUST1119,Eastern,Mobile Money,Retail,0.07
2024-12-03,Tablet,Electronics,1,605.11,562.75,CUST1140,Greater Accra,Mobile Money,Retail,0.07
2024-12-03,Phone Case,Accessories,9,39.27,286.28,CUST1648,Greater Accra,Card,Wholesale,0.19
2024-12-03,USB Drive,Accessories,2,37.58,75.16,CUST1429,Central,Mobile Money,Retail,0.0
2024-12-04,Webcam,Electronics,1,155.57,152.46,CUST1812,Greater Accra,Cash,Retail,0.02
2024-12-04,USB Drive,Accessories,2,20.13,38.25,CUST1126,Western,Mobile Money,Retail,0.05
2024-12-04,Mouse,Accessories,1,37.21,37.21,CUST1509,Bono,Card,Retail,0.0
2024-12-04,Smartphone,Electronics,1,1064.77,937.0,CUST1719,Greater Accra,Cash,Retail,0.12
2024-12-04,Desk Lamp,Furniture,1,52.28,51.23,CUST1381,Western,Card,Retail,0.02
2024-12-04,Monitor,Electronics,2,336.33,571.76,CUST1644,Greater Accra,Card,Retail,0.15
2024-12-04,Keyboard,Accessories,3,82.1,224.13,CUST1399,Greater Accra,Cash,Retail,0.09
2024-12-04,Mouse,Accessories,2,19.25,35.8,CUST1782,Greater Accra,Card,Retail,0.07
2024-12-04,Keyboard,Accessories,2,73.81,138.76,CUST1236,Greater Accra,Card,Retail,0.06
2024-12-05,Monitor,Electronics,2,460.03,837.25,CUST1682,Ashanti,Card,Retail,0.09
2024-12-05,Keyboard,Accessories,1,94.1,79.98,CUST1558,Ashanti,Card,Retail,0.15
2024-12-05,Smartphone,Electronics,4,354.88,1249.18,CUST1365,Eastern,Card,Retail,0.12
2024-12-05,Mouse,Accessories,2,47.27,92.65,CUST1101,Bono,Card,Retail,0.02
2024-12-05,Keyboard,Accessories,2,74.1,139.31,CUST1135,Bono,Mobile Money,Wholesale,0.06
2024-12-05,Bookshelf,Furniture,3,150.83,434.39,CUST1516,Central,Mobile Money,Retail,0.04
2024-12-05,Monitor,Electronics,4,407.06,1449.13,CUST1004,Eastern,Mobile Money,Retail,0.11
2024-12-05,Phone Case,Accessories,11,24.3,235.22,CUST1992,Central,Cash,Wholesale,0.12
2024-12-05,USB Drive,Accessories,1,34.11,30.7,CUST1594,Volta,Card,Retail,0.1
2024-12-05,Keyboard,Accessories,7,70.77,445.85,CUST1019,Bono,Mobile Money,Wholesale,0.1
2024-12-06,Smartphone,Electronics,2,981.38,1766.48,CUST1225,Greater Accra,Mobile Money,Retail,0.1
2024-12-06,Desk,Furniture,5,199.72,988.61,CUST1183,Bono,Mobile Money,Retail,0.01
2024-12-06,USB Drive,Accessories,6,38.84,223.72,CUST1823,Ashanti,Mobile Money,Retail,0.04
2024-12-06,Phone Case,Accessories,1,10.31,10.1,CUST1819,Greater Accra,Mobile Money,Retail,0.02
2024-12-06,Smartphone,Electronics,2,943.48,1868.09,CUST1679,Greater Accra,Mobile Money,Retail,0.01
2024-12-06,Smartphone,Electronics,2,440.55,775.37,CUST1921,Greater Accra,Card,Retail,0.12
2024-12-06,Keyboard,Accessories,7,107.53,662.38,CUST1193,Central,Card,Retail,0.12
2024-12-06,Phone Case,Accessories,3,27.33,79.53,CUST1941,Greater Accra,Card,Retail,0.03
2024-12-06,Mouse,Accessories,2,37.0,68.82,CUST1201,Greater Accra,Card,Retail,0.07
2024-12-06,Office Chair,Furniture,1,259.97,239.17,CUST1648,Central,Card,Retail,0.08
2024-12-06,Office Chair,Furniture,5,179.37,860.98,CUST1787,Central,Mobile Money,Retail,0.04
2024-12-06,USB Drive,Accessories,1,29.41,28.53,CUST1573,Northern,Mobile Money,Retail,0.03
2024-12-06,Phone Case,Accessories,5,24.29,115.38,CUST1535,Western,Bank Transfer,Retail,0.05
2024-12-06,Desk Lamp,Furniture,4,59.84,213.03,CUST1527,Bono,Cash,Retail,0.11
2024-12-06,Webcam,Electronics,2,164.2,318.55,CUST1520,Northern,Cash,Retail,0.03
2024-12-07,Tablet,Electronics,1,615.44,566.2,CUST1383,Greater Accra,Card,Retail,0.08
2024-12-07,USB Drive,Accessories,1,16.75,14.74,CUST1262,Greater Accra,Card,Retail,0.12
2024-12-07,Tablet,Electronics,1,617.81,562.21,CUST1452,Greater Accra,Cash,Retail,0.09
2024-12-07,Printer,Electronics,8,399.9,2591.35,CUST1577,Ashanti,Bank Transfer,Wholesale,0.19
2024-12-07,Smartphone,Electronics,8,917.58,5872.51,CUST1362,Ashanti,Mobile Money,Wholesale,0.2
2024-12-08,Headphones,Electronics,2,129.76,241.35,CUST1213,Greater Accra,Bank Transfer,Retail,0.07
2024-12-08,Headphones,Electronics,4,62.45,247.3,CUST1487,Greater Accra,Card,Retail,0.01
2024-12-08,Desk,Furniture,2,565.46,972.59,CUST1476,Western,Cash,Wholesale,0.14
2024-12-08,Desk Lamp,Furniture,6,85.31,389.01,CUST1332,Bono,Bank Transfer,Wholesale,0.24
2024-12-08,Bookshelf,Furniture,1,267.42,254.05,CUST1340,Eastern,Mobile Money,Retail,0.05
2024-12-09,Phone Case,Accessories,4,27.16,106.47,CUST1711,Volta,Mobile Money,Retail,0.02
2024-12-09,Phone Case,Accessories,2,35.09,61.06,CUST1630,Ashanti,Cash,Retail,0.13
2024-12-09,Webcam,Electronics,4,106.23,369.68,CUST1668,Volta,Mobile Money,Retail,0.13
2024-12-09,Webcam,Electronics,1,129.19,118.85,CUST1808,Ashanti,Mobile Money,Retail,0.08
2024-12-09,Phone Case,Accessories,1,30.24,29.94,CUST1280,Ashanti,Mobile Money,Retail,0.01
2024-12-10,Smartphone,Electronics,1,505.32,439.63,CUST1420,Eastern,Mobile Money,Retail,0.13
2024-12-10,Tablet,Electronics,4,675.3,2539.13,CUST1248,Eastern,Mobile Money,Retail,0.06
2024-12-10,Monitor,Electronics,1,399.33,391.34,CUST1240,Greater Accra,Mobile Money,Retail,0.02
2024-12-10,Phone Case,Accessories,1,33.97,32.61,CUST1693,Ashanti,Card,Retail,0.04
2024-12-10,Desk Lamp,Furniture,15,86.9,1264.39,CUST1249,Northern,Card,Retail,0.03
2024-12-10,Phone Case,Accessories,1,27.0,24.84,CUST1352,Ashanti,Bank Transfer,Retail,0.08
2024-12-10,Mouse,Accessories,4,39.29,152.45,CUST1200,Greater Accra,Mobile Money,Retail,0.03
2024-12-10,Webcam,Electronics,4,102.78,333.01,CUST1225,Greater Accra,Mobile Money,Wholesale,0.19
2024-12-11,Phone Case,Accessories,8,30.89,197.7,CUST1585,Central,Mobile Money,Wholesale,0.2
2024-12-11,Smartphone,Electronics,5,1195.91,5560.98,CUST1615,Ashanti,Card,Retail,0.07
2024-12-11,Phone Case,Accessories,2,30.02,57.04,CUST1413,Greater Accra,Card,Retail,0.05
2024-12-11,USB Drive,Accessories,2,22.52,38.73,CUST1945,Greater Accra,Card,Retail,0.14
2024-12-11,Mouse,Accessories,9,34.91,276.49,CUST1784,Greater Accra,Mobile Money,Wholesale,0.12
2024-12-11,Office Chair,Furniture,13,140.81,1372.9,CUST1542,Ashanti,Mobile Money,Wholesale,0.25
2024-12-11,Headphones,Electronics,8,103.65,779.45,CUST1353,Eastern,Mobile Money,Retail,0.06
2024-12-11,Phone Case,Accessories,4,16.68,64.05,CUST1569,Western,Card,Retail,0.04
2024-12-12,Office Chair,Furniture,2,209.35,381.02,CUST1331,Greater Accra,Cash,Retail,0.09
2024-12-12,Office Chair,Furniture,2,219.44,425.71,CUST1133,Western,Cash,Retail,0.03
2024-12-12,Smartphone,Electronics,1,1087.48,1011.36,CUST1707,Greater Accra,Mobile Money,Retail,0.07
2024-12-12,Phone Case,Accessories,2,21.53,38.75,CUST1374,Greater Accra,Cash,Retail,0.1
2024-12-12,Desk,Furniture,1,255.25,245.04,CUST1878,Bono,Mobile Money,Retail,0.04
2024-12-12,Headphones,Electronics,14,110.96,1258.29,CUST1898,Greater Accra,Card,Wholesale,0.19
2024-12-12,Office Chair,Furniture,5,191.55,929.02,CUST1047,Ashanti,Mobile Money,Retail,0.03
2024-12-13,Phone Case,Accessories,1,40.94,38.48,CUST1509,Ashanti,Cash,Retail,0.06
2024-12-13,Smartphone,Electronics,9,578.71,4375.05,CUST1358,Greater Accra,Card,Wholesale,0.16
2024-12-13,Phone Case,Accessories,1,38.58,35.49,CUST1844,Greater Accra,Mobile Money,Retail,0.08
2024-12-13,Phone Case,Accessories,4,43.89,159.76,CUST1929,Greater Accra,Card,Retail,0.09
2024-12-13,Webcam,Electronics,12,145.77,1644.29,CUST1907,Ashanti,Card,Retail,0.06
2024-12-13,Headphones,Electronics,10,79.11,711.99,CUST1550,Greater Accra,Mobile Money,Wholesale,0.1
2024-12-13,Headphones,Electronics,2,113.17,205.97,CUST1193,Greater Accra,Cash,Retail,0.09
2024-12-13,Laptop,Electronics,5,1333.34,6066.7,CUST1058,Greater Accra,Mobile Money,Retail,0.09
2024-12-14,Tablet,Electronics,2,449.87,818.76,CUST1747,Northern,Cash,Retail,0.09
2024-12-14,Phone Case,Accessories,2,34.99,61.58,CUST1730,Eastern,Bank Transfer,Retail,0.12
2024-12-14,USB Drive,Accessories,4,15.17,55.22,CUST1124,Western,Mobile Money,Retail,0.09
2024-12-14,Mouse,Accessories,2,49.91,93.83,CUST1210,Eastern,Cash,Retail,0.06
2024-12-14,Bookshelf,Furniture,2,223.73,398.24,CUST1475,Bono,Mobile Money,Retail,0.11
2024-12-15,Headphones,Electronics,2,73.26,139.19,CUST1318,Western,Mobile Money,Retail,0.05
2024-12-15,Laptop,Electronics,2,1089.65,2026.75,CUST1558,Greater Accra,Card,Retail,0.07
2024-12-15,Smartphone,Electronics,5,1181.74,5436.0,CUST1039,Western,Cash,Wholesale,0.08
2024-12-16,Office Chair,Furniture,2,175.92,306.1,CUST1444,Ashanti,Card,Retail,0.13
2024-12-16,Phone Case,Accessories,4,31.54,126.16,CUST1073,Ashanti,Card,Retail,0.0
2024-12-16,Mouse,Accessories,1,48.52,47.55,CUST1045,Central,Bank Transfer,Retail,0.02
2024-12-16,Keyboard,Accessories,3,95.33,251.67,CUST1562,Western,Mobile Money,Retail,0.12
2024-12-17,Office Chair,Furniture,2,211.21,388.63,CUST1741,Greater Accra,Card,Retail,0.08
2024-12-17,USB Drive,Accessories,1,39.4,37.43,CUST1728,Central,Card,Retail,0.05
2024-12-17,Webcam,Electronics,1,53.72,45.12,CUST1292,Volta,Bank Transfer,Wholesale,0.16
2024-12-17,Desk,Furniture,10,375.18,2963.92,CUST1987,Eastern,Cash,Wholesale,0.21
2024-12-17,Office Chair,Furniture,1,335.26,315.14,CUST1628,Greater Accra,Cash,Retail,0.06
2024-12-17,Headphones,Electronics,1,98.7,96.73,CUST1599,Greater Accra,Cash,Retail,0.02
2024-12-17,Desk Lamp,Furniture,1,78.35,72.08,CUST1977,Ashanti,Card,Retail,0.08
2024-12-17,USB Drive,Accessories,5,38.5,169.4,CUST1623,Western,Bank Transfer,Retail,0.12
2024-12-17,Tablet,Electronics,7,302.96,1887.44,CUST1144,Central,Mobile Money,Wholesale,0.11
2024-12-18,Headphones,Electronics,10,66.59,506.08,CUST1016,Northern,Mobile Money,Wholesale,0.24
2024-12-18,Laptop,Electronics,3,1344.38,3629.83,CUST1895,Ashanti,Cash,Retail,0.1
2024-12-18,Mouse,Accessories,3,21.06,57.49,CUST1281,Bono,Mobile Money,Retail,0.09
2024-12-18,Keyboard,Accessories,3,29.96,88.08,CUST1407,Ashanti,Mobile Money,Retail,0.02
2024-12-18,Keyboard,Accessories,3,46.22,122.02,CUST1689,Volta,Card,Retail,0.12
2024-12-18,USB Drive,Accessories,2,14.79,26.92,CUST1453,Western,Card,Retail,0.09
2024-12-18,Phone Case,Accessories,6,19.35,96.36,CUST1637,Greater Accra,Card,Wholesale,0.17
2024-12-19,Phone Case,Accessories,3,43.45,119.92,CUST1258,Ashanti,Bank Transfer,Wholesale,0.08
2024-12-19,Mouse,Accessories,2,39.4,70.92,CUST1514,Northern,Bank Transfer,Retail,0.1
2024-12-19,Mouse,Accessories,12,37.5,445.5,CUST1696,Greater Accra,Card,Retail,0.01
2024-12-19,USB Drive,Accessories,1,14.78,13.15,CUST1450,Greater Accra,Mobile Money,Retail,0.11
2024-12-19,USB Drive,Accessories,3,24.15,65.2,CUST1330,Greater Accra,Mobile Money,Retail,0.1
2024-12-19,Webcam,Electronics,4,176.3,620.58,CUST1285,Central,Card,Retail,0.12
2024-12-19,Smartphone,Electronics,11,442.86,3897.17,CUST1531,Greater Accra,Card,Wholesale,0.2
2024-12-19,Keyboard,Accessories,1,43.23,41.07,CUST1705,Bono,Cash,Retail,0.05
2024-12-19,Desk,Furniture,2,508.43,996.52,CUST1240,Greater Accra,Mobile Money,Retail,0.02
2024-12-19,Desk,Furniture,4,462.75,1832.49,CUST1073,Northern,Mobile Money,Retail,0.01
2024-12-19,USB Drive,Accessories,4,16.54,65.5,CUST1535,Bono,Cash,Retail,0.01
2024-12-19,Laptop,Electronics,2,1339.66,2411.39,CUST1831,Bono,Mobile Money,Retail,0.1
2024-12-19,Monitor,Electronics,3,233.05,580.29,CUST1744,Eastern,Bank Transfer,Wholesale,0.17
2024-12-19,Phone Case,Accessories,4,34.93,120.16,CUST1477,Greater Accra,Card,Retail,0.14
2024-12-20,Mouse,Accessories,1,49.73,47.74,CUST1135,Greater Accra,Cash,Retail,0.04
2024-12-20,Headphones,Electronics,1,134.2,126.15,CUST1344,Greater Accra,Mobile Money,Retail,0.06
2024-12-20,Smartphone,Electronics,9,409.5,3243.24,CUST1101,Ashanti,Mobile Money,Wholesale,0.12
2024-12-20,Tablet,Electronics,7,563.65,3038.07,CUST1484,Greater Accra,Cash,Wholesale,0.23
2024-12-20,Headphones,Electronics,9,103.84,850.45,CUST1410,Ashanti,Mobile Money,Wholesale,0.09
2024-12-20,Desk,Furniture,9,308.51,2526.7,CUST1598,Eastern,Cash,Retail,0.09
2024-12-20,Mouse,Accessories,2,33.66,62.61,CUST1879,Ashanti,Cash,Retail,0.07
2024-12-21,Office Chair,Furniture,3,289.67,816.87,CUST1963,Northern,Mobile Money,Retail,0.06
2024-12-21,Tablet,Electronics,1,548.45,521.03,CUST1959,Greater Accra,Mobile Money,Retail,0.05
2024-12-21,Desk,Furniture,3,403.78,1187.11,CUST1142,Western,Mobile Money,Retail,0.02
